seed,Test,True,ARMA,Order
91,"[0.3545847810736995, -0.38975637253466244, -1.529425353097951, -0.8268873015709277, 0.6365461092780518, -0.15301607298961528, -0.4043066933888111, -1.0811037141111999, -1.848357109134251, -2.2259245068820883]","[-0.18622597904702598, 0.4476977705972125, -0.6136052578332687, -1.2226227241813166, -0.21557593948026943, 0.7443340790181865, -0.5251831124987085, -0.14171513713945683, -1.0102461455414715, -1.3432340363635151]","[-0.1682976474552006, 0.39936227382359624, -0.5668921543108667, -1.2571640163067164, -0.14955752472498451, 0.7284623032111675, -0.6357558803415297, -0.1948177029191322, -0.9044332965695194, -1.3867741254678807]","(3, 0, 0)"
92,"[0.8596404822819658, 0.4374904133750261, 0.7191868944438928, 0.3651578480343064, 0.08424335058355342, 0.9652470838024234, -0.03361744545792311, -0.7012014607522381, 0.3366434321231948, 0.7734045106531834]","[-0.124765866916691, 0.9220234157403113, -0.023521294495129547, 0.7309475416914576, -0.00031592281142239775, 0.08440131198926462, 0.9230464278077911, -0.49514065936181867, -0.4536311310713288, 0.5634589976588592]","[-0.1476324873639093, 0.9634769132924701, 0.015919918401856303, 0.6194037472881972, 0.09725063452425875, 0.00960651492506144, 0.9560829180577768, -0.44161909953611583, -0.5569677198473331, 0.6313397934956944]","(3, 0, 0)"
89,"[-0.49526888152609727, -0.7460328929309152, -0.9918597789897783, -1.304960027194354, -1.6368133427777063, -0.4304367241010688, 0.9542770910203493, 0.8867173276198901, 0.2483301378449666, 0.8005497665221791]","[-0.6227272176590564, -0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650367, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592]","[-0.5920331937532327, -0.08758146609011937, -0.6275138972601711, -0.6038596840618282, -0.8891520603888314, -1.0863044476893133, 0.25003317145700354, 0.9228974580458441, 0.40944947839952717, 0.02543573102553993]","(4, 0, 0)"
87,"[0.37304200380651775, 0.5762159787098875, -0.19769908031622863, -0.3203639541219173, -0.8153877939653668, -0.3420536830765592, -0.41000703934783667, -1.321035881999118, -0.1696072908106876, 0.6487607692576584]","[0.0668150779555817, 0.3396344648287269, 0.4063987462955241, -0.40089845346399067, -0.11991472738992198, -0.7554304302704058, 0.03566153205864367, -0.4278378053771585, -1.1071169793105387, 0.38395119884458173]","[0.162160087728369, 0.2665643838203088, 0.4838793770032246, -0.4584752035041604, -0.07809008321309835, -0.7243930686043619, 0.04012228623481062, -0.4351336124214231, -1.243906406466405, 0.49745881860090224]","(3, 0, 0)"
94,"[0.9920904917775231, 1.404787258984352, 0.8012487493676103, 0.7159173176371231, 0.5870722326524214, -0.22594986489279378, -0.8937359625112508, -0.35962977264115575, 0.5938938908482846, -0.18655597877024993]","[0.884112738136156, 0.5500341227094451, 1.1297701976296293, 0.23636365055279557, 0.5977354923607252, 0.28820448647205876, -0.37005210812882317, -0.7087099084468391, -0.005274818417736166, 0.5965313000571526]","[0.8175400133307562, 0.597798278760002, 1.0945569869614369, 0.31649493807604917, 0.5510830607572978, 0.37800791970379843, -0.3758785625307087, -0.6985047847246004, 0.0021899123246031382, 0.6145494984533217]","(3, 0, 0)"
99,"[-0.6498029850777745, 0.3893539140723592, -0.008361240862607366, -0.7097390734515481, -1.0072067818740826, -0.6339129644263006, 0.7135116813054091, 1.396591786710745, 1.0031708116774778, -0.4296508252965735]","[-0.11705891312578315, -0.5912735285148829, 0.6849906783298007, -0.3508565800275077, -0.5343107834377943, -0.7400513901551855, -0.2638872693487079, 0.8454553159797631, 0.9738641287208634, 0.5162387473170461]","[-0.11602005599713874, -0.6399225230607962, 0.6017026161370134, -0.3202736593791374, -0.5251003182696627, -0.7074585963647119, -0.3185635530436103, 0.8443718400563447, 1.0128389213334468, 0.5731940311788737]","(4, 0, 0)"
98,"[-0.024751709486492857, -0.5971460663241378, 0.2728564640434047, 1.1688558513803806, 0.18526211348455457, 0.6983190008011432, 1.230512166014851, 1.0703487013429358, 1.414747368266163, 1.289010327184216]","[-0.14517548450490225, 0.04783603276595827, -0.621064082707117, 0.5833885053969632, 0.8771615986818991, -0.253318685856395, 0.8249783437293408, 0.8180229941501806, 0.6613372042678455, 1.0840787661322402]","[-0.10248904761500732, -0.19028929824538826, -0.5591524790980295, 0.4556749020725812, 1.0201777725248045, -0.2099021735782634, 0.6001885588891543, 0.9367291485889288, 0.6107660753558182, 0.9912784504466319]","(2, 0, 0)"
95,"[-1.251953775866529, -1.3727370399751577, -1.10733230794949, -0.1600413611097481, -0.035180079313670676, -0.6129131056313042, 0.011044381299815775, -0.0844093501524874, 0.6939304783580773, 0.6270762385219777]","[-0.7061472957282471, -0.8988801280024054, -0.923296975973955, -0.6456838199625125, 0.16280054887150813, -0.11658035374942474, -0.5546229287565918, 0.2883558456781117, -0.22858727299154324, 0.8082241148538489]","[-0.7636947567387125, -0.950358224376196, -0.8053208636419656, -0.6057089506832537, 0.19875760947207022, -0.13947614858064117, -0.6343535552734636, 0.33539349101542815, -0.19699810412659663, 0.7536007543204075]","(3, 0, 0)"
100,"[0.6222004416663334, -0.14643987609322695, -0.589992441037281, 0.5659891711853549, 1.149165459575575, 0.4060878722864004, -0.529152482535381, -0.016476438998050513, 0.34979229227538555, 0.2217781204849847]","[0.10549828280820003, 0.5694513002622333, -0.4311655262243436, -0.37440967792510915, 0.7531940101479094, 0.7725684545016201, 0.019803645035590345, -0.5390543050531762, 0.2530507135285376, 0.22326693551111676]","[0.09460118100567486, 0.5778917805753442, -0.3686721482169126, -0.3782836701420843, 0.71093069423289, 0.6970281416371109, 0.06265464395423835, -0.45885844629700956, 0.21529037314249766, 0.15905871211640607]","(4, 0, 0)"
96,"[-1.7501678292007754, -0.7971942000059093, 0.3938658922474092, -0.45714863756277946, -1.052168722196051, -1.0664714795621473, -0.7293493968282486, -0.5032054302575537, -0.23205691191626843, 0.4997808401105744]","[-0.9695056609500554, -1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215]","[-0.9944123122546674, -1.264634385158885, -0.18243547456505732, 0.5314627664356268, -0.6691267115646714, -0.6491333492154058, -0.7297457431031713, -0.43419974553756296, -0.306640238481814, -0.05196494791419817]","(4, 0, 0)"
97,"[1.4183671678152758, 0.4139600652939346, 0.48535394723718606, -0.04410255415612191, 0.4525782606865739, 0.09852123979295663, 0.0581639591738482, -0.5169310831622613, -0.35451166912538934, 0.8486503987237831]","[0.7543061489748016, 1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963426, 0.16122806358866532, -0.597545114956594, -0.05573911164709233]","[0.755487348846299, 1.069192511371613, -0.15077847572361536, 0.5636884656944036, -0.4279961518527007, 0.5891829626578797, -0.25323590233065724, 0.1517567143762965, -0.6137895397528986, -0.06413008676874575]","(4, 0, 0)"
93,"[0.30153223106988497, -0.10321544872931196, -0.2748992041791227, 0.29015353002316857, 0.35914253840275745, 0.9712980800074007, 1.1340918819236876, 0.33791150229537725, 0.40404228402007347, 0.5769322414121981]","[0.45274007283906675, 0.0751621946503516, -0.14079654605448777, -0.20450093115187884, 0.392403995599108, 0.16294054060320345, 0.889827809705799, 0.6891779770707881, -0.0066774862400167945, 0.40738102714008184]","[0.40397274622146573, 0.20083687089151422, -0.1727087024583468, -0.18542560835225702, 0.3873286118118624, 0.193415544422559, 0.8478623758897744, 0.7613352993707598, -0.007325654230639522, 0.41575285133783785]","(3, 0, 0)"
